764,0,4,0,0,0.0,0.0,0.0,0.0
765,0,4,0,0,0.0,0.0,0.0,0.0
766,0,4,0,0,0.0,0.0,0.0,0.0
767,0,4,0,0,0.0,0.0,0.0,0.0
768,2,-10,0,0,0.0,0.0,0.0,0.0
769,2,-10,0,0,0.0,0.0,0.0,0.0
770,2,-10,0,0,0.0,0.0,0.0,0.0
771,2,-10,0,0,0.0,0.0,0.0,0.0
772,2,-10,0,0,0.0,0.0,0.0,0.0
773,2,-10,0,0,0.0,0.0,0.0,0.0
774,2,-10,0,0,0.0,0.0,0.0,0.0
775,2,-10,0,0,0.0,0.0,0.0,0.0
776,2,-10,0,0,0.0,0.0,0.0,0.0
777,2,-10,0,0,0.0,0.0,0.0,0.0
778,2,-10,0,0,0.0,0.0,0.0,0.0
779,2,-10,0,0,0.0,0.0,0.0,0.0
780,0,-4,0,0,0.0,0.0,0.0,0.0
781,0,-4,0,0,0.0,0.0,0.0,0.0
782,0,-4,0,0,0.0,0.0,0.0,0.0
783,0,-4,0,0,0.0,0.0,0.0,0.0
784,0,-4,0,0,0.0,0.0,0.0,0.0
785,0,-4,0,0,0.0,0.0,0.0,0.0
786,0,-4,0,0,0.0,0.0,0.0,0.0
787,0,-4,0,0,0.0,0.0,0.0,0.0
788,0,-4,0,0,0.0,0.0,0.0,0.0
789,0,-4,0,0,0.0,0.0,0.0,0.0
790,0,-4,0,0,0.0,0.0,0.0,0.0
791,0,-4,0,0,0.0,0.0,0.0,0.0
792,-2,-4,0,0,0.0,0.0,0.0,0.0
793,-2,-4,0,0,0.0,0.0,0.0,0.0
794,-2,-4,0,0,0.0,0.0,0.0,0.0
795,-2,-4,0,0,0.0,0.0,0.0,0.0
796,-2,-4,0,0,0.0,0.0,0.0,0.0
797,-2,-4,0,0,0.0,0.0,0.0,0.0
798,-2,-4,0,0,0.0,0.0,0.0,0.0
799,-2,-4,0,0,0.0,0.0,0.0,0.0
800,-2,-4,0,0,0.0,0.0,0.0,0.0
801,-2,-4,0,0,0.0,0.0,0.0,0.0
802,-2,-4,0,0,0.0,0.0,0.0,0.0
803,-2,-4,0,0,0.0,0.0,0.0,9.183549615799121e-40
804,4,4,0,0,0.0,0.0,0.0,0.0
805,4,4,0,0,0.0,0.0,0.0,0.0
806,4,4,0,0,0.0,0.0,0.0,0.0
807,4,4,0,0,0.0,0.0,0.0,0.0
808,4,4,0,0,0.0,0.0,0.0,0.0
809,4,4,0,0,0.0,0.0,0.0,0.0
810,4,4,0,0,0.0,0.0,0.0,0.0
811,4,4,0,0,0.0,0.0,0.0,0.0
812,4,4,0,0,0.0,0.0,0.0,0.0
813,4,4,0,0,0.0,0.0,0.0,0.0
814,4,4,0,0,0.0,0.0,0.0,0.0
815,-4,-4,0,0,0.0,0.0,0.0,0.0
816,-4,-4,0,0,0.0,0.0,0.0,0.0
817,-4,-4,0,0,0.0,0.0,0.0,0.0
818,-4,-4,0,0,0.0,0.0,0.0,0.0
819,-4,-4,0,0,0.0,0.0,0.0,0.0
820,-4,-4,0,0,0.0,0.0,0.0,0.0
821,-4,-4,0,0,0.0,0.0,0.0,0.0
822,-4,-4,0,0,0.0,0.0,0.0,0.0
823,-4,-4,0,0,0.0,0.0,0.0,0.0
824,-4,-4,0,0,0.0,0.0,0.0,0.0
825,-4,-4,0,0,0.0,0.0,0.0,0.0
826,-4,-4,0,0,0.0,0.0,0.0,0.0
827,0,0,0,0,0.0,0.0,0.0,0.0
828,0,0,0,0,0.0,0.0,0.0,0.0
829,0,0,0,0,0.0,0.0,0.0,0.0
830,0,0,0,0,0.0,0.0,0.0,0.0
831,0,0,0,0,0.0,0.0,0.0,0.0
832,0,0,0,0,0.0,0.0,0.0,0.0
833,0,0,0,0,0.0,0.0,0.0,0.0
834,0,0,0,0,0.0,0.0,0.0,0.0
835,0,0,0,0,0.0,0.0,0.0,0.0
836,0,0,0,0,0.0,0.0,0.0,0.0
837,0,0,0,0,0.0,0.0,0.0,0.0
838,0,0,0,0,0.0,0.0,0.0,0.0
839,-2,-2,0,0,0.0,0.0,0.0,0.0
840,-2,-2,0,0,0.0,0.0,0.0,0.0
841,-2,-2,0,0,0.0,0.0,0.0,0.0
842,-2,-2,0,0,0.0,0.0,0.0,0.0
843,-2,-2,0,0,0.0,0.0,0.0,0.0
844,-2,-2,0,0,0.0,0.0,0.0,0.0
845,-2,-2,0,0,0.0,0.0,0.0,0.0
846,-2,-2,0,0,0.0,0.0,0.0,0.0
847,-2,-2,0,0,0.0,0.0,0.0,0.0
848,-2,-2,0,0,0.0,0.0,0.0,0.0
849,-2,-2,0,0,0.0,0.0,0.0,0.0
850,-2,-2,0,0,0.0,0.0,0.0,0.0
851,-2,2,0,0,0.0,0.0,0.0,0.0
852,-2,2,0,0,0.0,0.0,0.0,0.0
853,-2,2,0,0,0.0,0.0,0.0,0.0
854,-2,2,0,0,0.0,0.0,0.0,0.0
855,-2,2,0,0,0.0,0.0,0.0,0.0
856,-2,2,0,0,0.0,0.0,0.0,0.0
857,-2,2,0,0,0.0,0.0,0.0,0.0
858,-2,2,0,0,0.0,0.0,0.0,0.0
859,-2,2,0,0,0.0,0.0,0.0,0.0
860,-2,2,0,0,0.0,0.0,0.0,0.0
861,-2,2,0,0,0.0,0.0,0.0,0.0
862,-2,-2,0,0,0.0,0.0,0.0,0.0
863,-2,-2,0,0,0.0,0.0,0.0,0.0
864,-2,-2,0,0,0.0,0.0,0.0,0.0
865,-2,-2,0,0,0.0,0.0,0.0,0.0
866,-2,-2,0,0,0.0,0.0,0.0,0.0
867,-2,-2,0,0,0.0,0.0,0.0,0.0
868,-2,-2,0,0,0.0,0.0,0.0,0.0
869,-2,-2,0,0,0.0,0.0,0.0,0.0
870,-2,-2,0,0,0.0,0.0,0.0,0.0
871,-2,-2,0,0,0.0,0.0,0.0,0.0
872,-2,-2,0,0,0.0,0.0,0.0,0.0
873,-2,-2,0,0,0.0,0.0,0.0,0.0
874,0,4,0,0,0.0,0.0,0.0,0.0
875,0,4,0,0,0.0,0.0,0.0,0.0
876,0,4,0,0,0.0,0.0,0.0,0.0
877,0,4,0,0,0.0,0.0,0.0,0.0
878,0,4,0,0,0.0,0.0,0.0,0.0
879,0,4,0,0,0.0,0.0,0.0,0.0
880,0,4,0,0,0.0,0.0,0.0,0.0
881,0,4,0,0,0.0,0.0,0.0,0.0
882,0,4,0,0,0.0,0.0,0.0,0.0
883,0,4,0,0,0.0,0.0,0.0,0.0
884,0,4,0,0,0.0,0.0,0.0,0.0
885,0,4,0,0,0.0,0.0,0.0,0.0
886,0,-2,0,0,0.0,0.0,0.0,0.0
